Order ID,Order Date,Customer ID,Customer Name,Sales Person,Region,Product_Type,Price,Quantity
1903,2022-09-16,15,Company O,Anne Lee,New Mexico,Product 1,399,0
1904,2022-09-17,15,Company O,Anne Lee,New Mexico,Product 1,399,2
1911,2022-09-18,1,Company A,Ben Wallace,Texas,Product 1,399,6
1916,2022-09-20,5,Company E,Anna Weber,Texas,Product 1,399,4
1918,2022-09-20,1,Company A,Anna Weber,Texas,Product 1,399,1
1921,2022-09-20,17,Company Q,Oscar Knox,Arizona,Product 1,399,1
1922,2022-09-20,8,Company H,Kim Fishman,California,Product 1,399,3
1928,2022-09-22,13,Company M,Anne Lee,New Mexico,Product 1,399,6
1930,2022-09-23,4,Company D,Anna Weber,Texas,Product 1,399,7
1931,2022-09-23,2,Company B,Anna Weber,Texas,Product 1,399,0
1939,2022-09-27,13,Company M,Anne Lee,New Mexico,Product 1,399,6
1949,2022-09-29,9,Company I,Kim Fishman,California,Product 1,399,4
1954,2022-10-01,2,Company B,Anna Weber,Texas,Product 1,399,2
1958,2022-10-03,8,Company H,Laura Larsen,California,Product 1,399,3
1962,2022-10-04,20,Company T,Oscar Knox,Arizona,Product 1,399,3
1966,2022-10-05,15,Company O,Michael Fox,New Mexico,Product 1,399,0
1967,2022-10-05,20,Company T,Andrew James,Arizona,Product 1,399,9
1970,2022-10-05,11,Company K,Anne Lee,New Mexico,Product 1,399,2
1973,2022-10-05,12,Company L,Michael Fox,New Mexico,Product 1,399,6
1983,2022-10-10,3,Company C,Ben Wallace,Texas,Product 1,399,1
1985,2022-10-12,13,Company M,Michael Fox,New Mexico,Product 1,399,3
1998,2022-10-16,3,Company C,Ben Wallace,Texas,Product 1,399,6
2,2021-01-02,1,Company A,Anna Weber,Texas,Product 5,289,7
4,2021-01-03,18,Company R,Oscar Knox,Arizona,Product 5,289,3
7,2021-01-04,17,Company Q,Andrew James,Arizona,Product 5,289,9
11,2021-01-05,8,Company H,Laura Larsen,California,Product 5,289,9
17,2021-01-07,14,Company N,Michael Fox,New Mexico,Product 5,289,0
22,2021-01-07,11,Company K,Anne Lee,New Mexico,Product 5,289,6
26,2021-01-08,14,Company N,Michael Fox,New Mexico,Product 5,289,0
30,2021-01-09,12,Company L,Anne Lee,New Mexico,Product 5,289,0
36,2021-01-11,13,Company M,Anne Lee,New Mexico,Product 5,289,1
40,2021-01-12,14,Company N,Michael Fox,New Mexico,Product 5,289,3
45,2021-01-13,12,Company L,Anne Lee,New Mexico,Product 5,289,4
47,2021-01-13,17,Company Q,Oscar Knox,Arizona,Product 5,289,0
54,2021-01-15,8,Company H,Laura Larsen,California,Product 5,289,1
63,2021-01-17,9,Company I,Laura Larsen,California,Product 5,289,7
66,2021-01-19,10,Company J,Laura Larsen,California,Product 5,289,3
74,2021-01-23,20,Company T,Oscar Knox,Arizona,Product 5,289,1
75,2021-01-23,13,Company M,Michael Fox,New Mexico,Product 5,289,5
78,2021-01-24,5,Company E,Ben Wallace,Texas,Product 5,289,1
79,2021-01-24,19,Company S,Oscar Knox,Arizona,Product 5,289,8
80,2021-01-24,10,Company J,Kim Fishman,California,Product 5,289,3
91,2021-01-27,19,Company S,Andrew James,Arizona,Product 5,289,4
118,2021-02-06,5,Company E,Anna Weber,Texas,Product 5,289,2
123,2021-02-08,2,Company B,Anna Weber,Texas,Product 5,289,6
124,2021-02-08,4,Company D,Ben Wallace,Texas,Product 5,289,7
142,2021-02-13,10,Company J,Kim Fishman,California,Product 5,289,4
143,2021-02-13,7,Company G,Laura Larsen,California,Product 5,289,5
149,2021-02-13,12,Company L,Anne Lee,New Mexico,Product 5,289,8
153,2021-02-13,2,Company B,Ben Wallace,Texas,Product 5,289,2
157,2021-02-16,13,Company M,Michael Fox,New Mexico,Product 5,289,3
163,2021-02-16,19,Company S,Oscar Knox,Arizona,Product 5,289,7
175,2021-02-20,11,Company K,Michael Fox,New Mexico,Product 5,289,5
177,2021-02-21,8,Company H,Laura Larsen,California,Product 5,289,1
179,2021-02-21,1,Company A,Anna Weber,Texas,Product 5,289,2
186,2021-02-23,5,Company E,Ben Wallace,Texas,Product 5,289,4
196,2021-02-28,6,Company F,Laura Larsen,California,Product 5,289,9
201,2021-03-04,18,Company R,Oscar Knox,Arizona,Product 5,289,5
203,2021-03-06,12,Company L,Michael Fox,New Mexico,Product 5,289,7
217,2021-03-11,12,Company L,Anne Lee,New Mexico,Product 5,289,4
228,2021-03-14,1,Company A,Ben Wallace,Texas,Product 5,289,2
229,2021-03-14,17,Company Q,Oscar Knox,Arizona,Product 5,289,8
235,2021-03-16,2,Company B,Anna Weber,Texas,Product 5,289,3
242,2021-03-17,2,Company B,Anna Weber,Texas,Product 5,289,0
246,2021-03-18,20,Company T,Oscar Knox,Arizona,Product 5,289,4
247,2021-03-18,6,Company F,Kim Fishman,California,Product 5,289,2
259,2021-03-20,16,Company P,Oscar Knox,Arizona,Product 5,289,1
265,2021-03-24,17,Company Q,Oscar Knox,Arizona,Product 5,289,7
272,2021-03-25,15,Company O,Anne Lee,New Mexico,Product 5,289,7
275,2021-03-25,7,Company G,Laura Larsen,California,Product 5,289,0
277,2021-03-26,16,Company P,Oscar Knox,Arizona,Product 5,289,3
285,2021-03-27,11,Company K,Michael Fox,New Mexico,Product 5,289,3
287,2021-03-27,4,Company D,Anna Weber,Texas,Product 5,289,7
289,2021-03-28,20,Company T,Andrew James,Arizona,Product 5,289,1
305,2021-04-05,8,Company H,Laura Larsen,California,Product 5,289,9
309,2021-04-06,15,Company O,Michael Fox,New Mexico,Product 5,289,8
311,2021-04-07,19,Company S,Oscar Knox,Arizona,Product 5,289,5
322,2021-04-13,2,Company B,Anna Weber,Texas,Product 5,289,8
323,2021-04-13,19,Company S,Oscar Knox,Arizona,Product 5,289,3
329,2021-04-14,14,Company N,Michael Fox,New Mexico,Product 5,289,4
334,2021-04-15,4,Company D,Ben Wallace,Texas,Product 5,289,6
341,2021-04-19,1,Company A,Anna Weber,Texas,Product 5,289,3
348,2021-04-19,19,Company S,Oscar Knox,Arizona,Product 5,289,1
365,2021-04-23,7,Company G,Kim Fishman,California,Product 5,289,9
367,2021-04-24,7,Company G,Kim Fishman,California,Product 5,289,2
368,2021-04-24,8,Company H,Kim Fishman,California,Product 5,289,6
372,2021-04-24,7,Company G,Kim Fishman,California,Product 5,289,8
385,2021-04-28,17,Company Q,Andrew James,Arizona,Product 5,289,3
389,2021-04-28,13,Company M,Anne Lee,New Mexico,Product 5,289,3
390,2021-04-28,1,Company A,Ben Wallace,Texas,Product 5,289,4
392,2021-04-29,8,Company H,Kim Fishman,California,Product 5,289,0
397,2021-05-02,19,Company S,Andrew James,Arizona,Product 5,289,1
400,2021-05-03,19,Company S,Oscar Knox,Arizona,Product 5,289,6
402,2021-05-05,16,Company P,Andrew James,Arizona,Product 5,289,8
408,2021-05-06,4,Company D,Ben Wallace,Texas,Product 5,289,6
425,2021-05-12,1,Company A,Ben Wallace,Texas,Product 5,289,7
430,2021-05-15,16,Company P,Andrew James,Arizona,Product 5,289,7
431,2021-05-15,4,Company D,Ben Wallace,Texas,Product 5,289,6
433,2021-05-15,3,Company C,Anna Weber,Texas,Product 5,289,0
434,2021-05-15,9,Company I,Kim Fishman,California,Product 5,289,5
435,2021-05-15,8,Company H,Laura Larsen,California,Product 5,289,5
449,2021-05-16,10,Company J,Kim Fishman,California,Product 5,289,6
450,2021-05-16,5,Company E,Ben Wallace,Texas,Product 5,289,8
464,2021-05-19,4,Company D,Ben Wallace,Texas,Product 5,289,2
469,2021-05-20,2,Company B,Anna Weber,Texas,Product 5,289,1
471,2021-05-21,5,Company E,Ben Wallace,Texas,Product 5,289,4
473,2021-05-23,13,Company M,Michael Fox,New Mexico,Product 5,289,8
477,2021-05-23,7,Company G,Kim Fishman,California,Product 5,289,5
481,2021-05-24,17,Company Q,Oscar Knox,Arizona,Product 5,289,3
487,2021-05-25,4,Company D,Ben Wallace,Texas,Product 5,289,4
492,2021-05-25,3,Company C,Anna Weber,Texas,Product 5,289,6
496,2021-05-26,9,Company I,Kim Fishman,California,Product 5,289,6
497,2021-05-26,4,Company D,Ben Wallace,Texas,Product 5,289,1
500,2021-05-26,4,Company D,Anna Weber,Texas,Product 5,289,6
503,2021-05-27,10,Company J,Laura Larsen,California,Product 5,289,8
511,2021-05-30,19,Company S,Oscar Knox,Arizona,Product 5,289,9
515,2021-06-01,8,Company H,Laura Larsen,California,Product 5,289,4
516,2021-06-01,4,Company D,Ben Wallace,Texas,Product 5,289,3
517,2021-06-02,19,Company S,Oscar Knox,Arizona,Product 5,289,4
521,2021-06-03,5,Company E,Ben Wallace,Texas,Product 5,289,3
523,2021-06-03,18,Company R,Oscar Knox,Arizona,Product 5,289,7
526,2021-06-03,20,Company T,Andrew James,Arizona,Product 5,289,7
527,2021-06-03,1,Company A,Ben Wallace,Texas,Product 5,289,7
528,2021-06-03,4,Company D,Anna Weber,Texas,Product 5,289,9
541,2021-06-08,9,Company I,Laura Larsen,California,Product 5,289,9
544,2021-06-09,9,Company I,Laura Larsen,California,Product 5,289,6
552,2021-06-11,2,Company B,Ben Wallace,Texas,Product 5,289,5
559,2021-06-13,2,Company B,Ben Wallace,Texas,Product 5,289,2
560,2021-06-13,15,Company O,Anne Lee,New Mexico,Product 5,289,5
561,2021-06-14,13,Company M,Michael Fox,New Mexico,Product 5,289,3
562,2021-06-15,17,Company Q,Andrew James,Arizona,Product 5,289,6
570,2021-06-18,3,Company C,Ben Wallace,Texas,Product 5,289,3
571,2021-06-18,3,Company C,Ben Wallace,Texas,Product 5,289,1
586,2021-06-22,4,Company D,Anna Weber,Texas,Product 5,289,5
591,2021-06-25,4,Company D,Ben Wallace,Texas,Product 5,289,3
592,2021-06-26,6,Company F,Laura Larsen,California,Product 5,289,9
594,2021-06-26,2,Company B,Ben Wallace,Texas,Product 5,289,1
600,2021-06-28,5,Company E,Anna Weber,Texas,Product 5,289,0
603,2021-06-28,11,Company K,Michael Fox,New Mexico,Product 5,289,7
604,2021-06-28,1,Company A,Ben Wallace,Texas,Product 5,289,8
606,2021-06-30,12,Company L,Michael Fox,New Mexico,Product 5,289,3
611,2021-07-01,10,Company J,Laura Larsen,California,Product 5,289,9
612,2021-07-01,17,Company Q,Oscar Knox,Arizona,Product 5,289,9
614,2021-07-03,20,Company T,Andrew James,Arizona,Product 5,289,0
619,2021-07-07,17,Company Q,Andrew James,Arizona,Product 5,289,6
626,2021-07-08,1,Company A,Anna Weber,Texas,Product 5,289,0
640,2021-07-14,20,Company T,Andrew James,Arizona,Product 5,289,4
647,2021-07-16,13,Company M,Michael Fox,New Mexico,Product 5,289,3
650,2021-07-17,13,Company M,Anne Lee,New Mexico,Product 5,289,3
655,2021-07-18,2,Company B,Anna Weber,Texas,Product 5,289,2
660,2021-07-19,1,Company A,Anna Weber,Texas,Product 5,289,4
674,2021-07-26,18,Company R,Andrew James,Arizona,Product 5,289,8
682,2021-07-27,18,Company R,Oscar Knox,Arizona,Product 5,289,3
683,2021-07-27,16,Company P,Andrew James,Arizona,Product 5,289,6
691,2021-07-27,19,Company S,Oscar Knox,Arizona,Product 5,289,2
692,2021-07-27,7,Company G,Laura Larsen,California,Product 5,289,4
695,2021-07-28,12,Company L,Anne Lee,New Mexico,Product 5,289,7
698,2021-07-30,8,Company H,Laura Larsen,California,Product 5,289,9
700,2021-08-01,20,Company T,Andrew James,Arizona,Product 5,289,0
701,2021-08-02,15,Company O,Michael Fox,New Mexico,Product 5,289,2
703,2021-08-03,19,Company S,Andrew James,Arizona,Product 5,289,9
704,2021-08-03,15,Company O,Michael Fox,New Mexico,Product 5,289,6
705,2021-08-03,14,Company N,Michael Fox,New Mexico,Product 5,289,0
708,2021-08-03,1,Company A,Anna Weber,Texas,Product 5,289,4
710,2021-08-03,13,Company M,Michael Fox,New Mexico,Product 5,289,8
714,2021-08-05,4,Company D,Anna Weber,Texas,Product 5,289,6
720,2021-08-07,9,Company I,Laura Larsen,California,Product 5,289,9
724,2021-08-08,7,Company G,Laura Larsen,California,Product 5,289,5
725,2021-08-08,8,Company H,Kim Fishman,California,Product 5,289,2
726,2021-08-08,8,Company H,Laura Larsen,California,Product 5,289,1
728,2021-08-09,10,Company J,Kim Fishman,California,Product 5,289,7
732,2021-08-10,1,Company A,Ben Wallace,Texas,Product 5,289,6
734,2021-08-10,3,Company C,Anna Weber,Texas,Product 5,289,2
741,2021-08-14,1,Company A,Ben Wallace,Texas,Product 5,289,7
742,2021-08-14,18,Company R,Andrew James,Arizona,Product 5,289,0
749,2021-08-18,11,Company K,Anne Lee,New Mexico,Product 5,289,3
751,2021-08-18,10,Company J,Kim Fishman,California,Product 5,289,5
757,2021-08-20,13,Company M,Anne Lee,New Mexico,Product 5,289,0
759,2021-08-20,3,Company C,Ben Wallace,Texas,Product 5,289,1
762,2021-08-21,16,Company P,Andrew James,Arizona,Product 5,289,2
771,2021-08-26,4,Company D,Anna Weber,Texas,Product 5,289,2
772,2021-08-26,6,Company F,Laura Larsen,California,Product 5,289,3
778,2021-08-27,2,Company B,Anna Weber,Texas,Product 5,289,5
779,2021-08-27,14,Company N,Anne Lee,New Mexico,Product 5,289,6
786,2021-08-29,4,Company D,Ben Wallace,Texas,Product 5,289,6
796,2021-09-01,18,Company R,Andrew James,Arizona,Product 5,289,4
801,2021-09-03,10,Company J,Laura Larsen,California,Product 5,289,7
819,2021-09-09,6,Company F,Kim Fishman,California,Product 5,289,0
824,2021-09-10,8,Company H,Kim Fishman,California,Product 5,289,0
826,2021-09-11,15,Company O,Anne Lee,New Mexico,Product 5,289,1
832,2021-09-14,3,Company C,Ben Wallace,Texas,Product 5,289,1
839,2021-09-19,20,Company T,Andrew James,Arizona,Product 5,289,4
841,2021-09-20,7,Company G,Kim Fishman,California,Product 5,289,2
844,2021-09-21,11,Company K,Michael Fox,New Mexico,Product 5,289,6
848,2021-09-22,15,Company O,Michael Fox,New Mexico,Product 5,289,3
850,2021-09-22,10,Company J,Laura Larsen,California,Product 5,289,0
851,2021-09-22,17,Company Q,Oscar Knox,Arizona,Product 5,289,0
855,2021-09-22,9,Company I,Kim Fishman,California,Product 5,289,7
857,2021-09-23,19,Company S,Oscar Knox,Arizona,Product 5,289,8
859,2021-09-24,19,Company S,Andrew James,Arizona,Product 5,289,4
864,2021-09-25,3,Company C,Ben Wallace,Texas,Product 5,289,4
874,2021-09-29,3,Company C,Ben Wallace,Texas,Product 5,289,8
876,2021-09-29,7,Company G,Laura Larsen,California,Product 5,289,0
877,2021-09-30,11,Company K,Michael Fox,New Mexico,Product 5,289,1
884,2021-10-02,14,Company N,Anne Lee,New Mexico,Product 5,289,9
887,2021-10-04,20,Company T,Andrew James,Arizona,Product 5,289,1
890,2021-10-05,9,Company I,Laura Larsen,California,Product 5,289,9
903,2021-10-10,6,Company F,Kim Fishman,California,Product 5,289,3
904,2021-10-10,5,Company E,Anna Weber,Texas,Product 5,289,1
905,2021-10-11,13,Company M,Michael Fox,New Mexico,Product 5,289,7
908,2021-10-12,20,Company T,Oscar Knox,Arizona,Product 5,289,3
912,2021-10-13,13,Company M,Michael Fox,New Mexico,Product 5,289,8
916,2021-10-14,10,Company J,Laura Larsen,California,Product 5,289,5
922,2021-10-16,1,Company A,Anna Weber,Texas,Product 5,289,7
924,2021-10-16,11,Company K,Michael Fox,New Mexico,Product 5,289,9
935,2021-10-20,18,Company R,Oscar Knox,Arizona,Product 5,289,5
939,2021-10-22,1,Company A,Ben Wallace,Texas,Product 5,289,7
957,2021-10-29,17,Company Q,Andrew James,Arizona,Product 5,289,9
980,2021-11-07,9,Company I,Laura Larsen,California,Product 5,289,9
990,2021-11-09,16,Company P,Andrew James,Arizona,Product 5,289,4
1001,2021-11-15,15,Company O,Michael Fox,New Mexico,Product 5,289,7
1008,2021-11-16,15,Company O,Michael Fox,New Mexico,Product 5,289,1
1011,2021-11-17,7,Company G,Laura Larsen,California,Product 5,289,0
1012,2021-11-17,3,Company C,Ben Wallace,Texas,Product 5,289,4
1016,2021-11-19,6,Company F,Kim Fishman,California,Product 5,289,5
1037,2021-11-23,12,Company L,Michael Fox,New Mexico,Product 5,289,6
1039,2021-11-24,13,Company M,Anne Lee,New Mexico,Product 5,289,1
1042,2021-11-24,14,Company N,Anne Lee,New Mexico,Product 5,289,2
1047,2021-11-26,6,Company F,Laura Larsen,California,Product 5,289,1
1048,2021-11-26,13,Company M,Anne Lee,New Mexico,Product 5,289,7
1055,2021-11-28,11,Company K,Michael Fox,New Mexico,Product 5,289,8
1056,2021-11-28,4,Company D,Anna Weber,Texas,Product 5,289,7
1059,2021-11-29,12,Company L,Anne Lee,New Mexico,Product 5,289,9
1062,2021-12-01,17,Company Q,Andrew James,Arizona,Product 5,289,0
1064,2021-12-03,1,Company A,Ben Wallace,Texas,Product 5,289,4
1065,2021-12-03,19,Company S,Oscar Knox,Arizona,Product 5,289,2
1073,2021-12-07,9,Company I,Kim Fishman,California,Product 5,289,7
1076,2021-12-09,20,Company T,Oscar Knox,Arizona,Product 5,289,8
1077,2021-12-10,11,Company K,Michael Fox,New Mexico,Product 5,289,9
1078,2021-12-11,13,Company M,Michael Fox,New Mexico,Product 5,289,8
1080,2021-12-11,19,Company S,Oscar Knox,Arizona,Product 5,289,9
1081,2021-12-12,14,Company N,Michael Fox,New Mexico,Product 5,289,5
1083,2021-12-13,13,Company M,Michael Fox,New Mexico,Product 5,289,5
1090,2021-12-14,18,Company R,Oscar Knox,Arizona,Product 5,289,9
1091,2021-12-15,15,Company O,Anne Lee,New Mexico,Product 5,289,9
1092,2021-12-15,8,Company H,Kim Fishman,California,Product 5,289,2
1095,2021-12-16,20,Company T,Andrew James,Arizona,Product 5,289,3
1106,2021-12-18,20,Company T,Oscar Knox,Arizona,Product 5,289,4
1117,2021-12-20,9,Company I,Kim Fishman,California,Product 5,289,5
1126,2021-12-23,11,Company K,Michael Fox,New Mexico,Product 5,289,9
1135,2021-12-25,5,Company E,Anna Weber,Texas,Product 5,289,4
1137,2021-12-25,3,Company C,Ben Wallace,Texas,Product 5,289,6
1139,2021-12-26,11,Company K,Michael Fox,New Mexico,Product 5,289,2
1151,2022-01-03,1,Company A,Ben Wallace,Texas,Product 5,289,4
1156,2022-01-05,15,Company O,Anne Lee,New Mexico,Product 5,289,0
1161,2022-01-06,10,Company J,Laura Larsen,California,Product 5,289,3
1166,2022-01-07,13,Company M,Anne Lee,New Mexico,Product 5,289,9
1182,2022-01-13,15,Company O,Anne Lee,New Mexico,Product 5,289,2
1194,2022-01-14,12,Company L,Anne Lee,New Mexico,Product 5,289,7
1196,2022-01-15,16,Company P,Andrew James,Arizona,Product 5,289,9
1202,2022-01-17,18,Company R,Andrew James,Arizona,Product 5,289,2
1205,2022-01-17,7,Company G,Kim Fishman,California,Product 5,289,5
1214,2022-01-21,8,Company H,Laura Larsen,California,Product 5,289,4
1219,2022-01-22,2,Company B,Ben Wallace,Texas,Product 5,289,5
1220,2022-01-22,7,Company G,Kim Fishman,California,Product 5,289,7
1228,2022-01-27,17,Company Q,Oscar Knox,Arizona,Product 5,289,2
1235,2022-01-29,9,Company I,Laura Larsen,California,Product 5,289,1
1238,2022-02-01,13,Company M,Anne Lee,New Mexico,Product 5,289,9
1239,2022-02-02,8,Company H,Kim Fishman,California,Product 5,289,3
1242,2022-02-04,9,Company I,Laura Larsen,California,Product 5,289,0
1243,2022-02-05,16,Company P,Andrew James,Arizona,Product 5,289,9
1244,2022-02-05,16,Company P,Oscar Knox,Arizona,Product 5,289,9
1246,2022-02-05,3,Company C,Ben Wallace,Texas,Product 5,289,9
1252,2022-02-06,9,Company I,Kim Fishman,California,Product 5,289,4
1270,2022-02-15,1,Company A,Ben Wallace,Texas,Product 5,289,7
1272,2022-02-17,11,Company K,Anne Lee,New Mexico,Product 5,289,4
1274,2022-02-18,5,Company E,Ben Wallace,Texas,Product 5,289,0
1280,2022-02-19,3,Company C,Anna Weber,Texas,Product 5,289,7
1286,2022-02-19,3,Company C,Anna Weber,Texas,Product 5,289,7
1290,2022-02-19,14,Company N,Anne Lee,New Mexico,Product 5,289,9
1291,2022-02-20,8,Company H,Laura Larsen,California,Product 5,289,5
1294,2022-02-21,8,Company H,Laura Larsen,California,Product 5,289,1
1296,2022-02-22,20,Company T,Oscar Knox,Arizona,Product 5,289,0
1297,2022-02-22,13,Company M,Michael Fox,New Mexico,Product 5,289,7
1300,2022-02-22,16,Company P,Oscar Knox,Arizona,Product 5,289,3
1302,2022-02-22,20,Company T,Andrew James,Arizona,Product 5,289,0
1303,2022-02-22,3,Company C,Anna Weber,Texas,Product 5,289,7
1310,2022-02-24,8,Company H,Laura Larsen,California,Product 5,289,0
1317,2022-02-26,3,Company C,Anna Weber,Texas,Product 5,289,3
1323,2022-02-28,12,Company L,Michael Fox,New Mexico,Product 5,289,1
1329,2022-03-02,19,Company S,Andrew James,Arizona,Product 5,289,7
1331,2022-03-03,5,Company E,Ben Wallace,Texas,Product 5,289,5
1332,2022-03-04,2,Company B,Anna Weber,Texas,Product 5,289,0
1351,2022-03-10,8,Company H,Laura Larsen,California,Product 5,289,9
1355,2022-03-11,16,Company P,Oscar Knox,Arizona,Product 5,289,6
1357,2022-03-11,4,Company D,Anna Weber,Texas,Product 5,289,6
1359,2022-03-11,4,Company D,Anna Weber,Texas,Product 5,289,2
1361,2022-03-11,3,Company C,Anna Weber,Texas,Product 5,289,5
1379,2022-03-17,14,Company N,Michael Fox,New Mexico,Product 5,289,6
1394,2022-03-20,1,Company A,Ben Wallace,Texas,Product 5,289,3
1398,2022-03-23,17,Company Q,Oscar Knox,Arizona,Product 5,289,2
1401,2022-03-23,15,Company O,Anne Lee,New Mexico,Product 5,289,6
1404,2022-03-23,5,Company E,Anna Weber,Texas,Product 5,289,6
1410,2022-03-25,12,Company L,Anne Lee,New Mexico,Product 5,289,6
1412,2022-03-26,19,Company S,Andrew James,Arizona,Product 5,289,3
1414,2022-03-27,6,Company F,Laura Larsen,California,Product 5,289,7
1416,2022-03-27,13,Company M,Anne Lee,New Mexico,Product 5,289,9
1418,2022-03-28,1,Company A,Ben Wallace,Texas,Product 5,289,9
1424,2022-03-31,19,Company S,Andrew James,Arizona,Product 5,289,8
1435,2022-04-04,19,Company S,Oscar Knox,Arizona,Product 5,289,2
1443,2022-04-05,15,Company O,Anne Lee,New Mexico,Product 5,289,8
1444,2022-04-06,3,Company C,Anna Weber,Texas,Product 5,289,2
1454,2022-04-09,7,Company G,Laura Larsen,California,Product 5,289,3
1462,2022-04-12,19,Company S,Andrew James,Arizona,Product 5,289,3
1464,2022-04-12,5,Company E,Ben Wallace,Texas,Product 5,289,5
1473,2022-04-18,12,Company L,Michael Fox,New Mexico,Product 5,289,5
1485,2022-04-21,6,Company F,Laura Larsen,California,Product 5,289,5
1494,2022-04-24,3,Company C,Ben Wallace,Texas,Product 5,289,6
1498,2022-04-26,1,Company A,Ben Wallace,Texas,Product 5,289,4
1500,2022-04-27,18,Company R,Andrew James,Arizona,Product 5,289,8
1503,2022-04-30,6,Company F,Laura Larsen,California,Product 5,289,7
1505,2022-04-30,9,Company I,Kim Fishman,California,Product 5,289,6
1507,2022-05-01,1,Company A,Ben Wallace,Texas,Product 5,289,6
1509,2022-05-02,17,Company Q,Oscar Knox,Arizona,Product 5,289,7
1512,2022-05-03,12,Company L,Anne Lee,New Mexico,Product 5,289,1
1526,2022-05-07,4,Company D,Ben Wallace,Texas,Product 5,289,5
1532,2022-05-09,11,Company K,Anne Lee,New Mexico,Product 5,289,1
1541,2022-05-12,3,Company C,Anna Weber,Texas,Product 5,289,9
1549,2022-05-16,3,Company C,Anna Weber,Texas,Product 5,289,4
1552,2022-05-17,1,Company A,Anna Weber,Texas,Product 5,289,9
1553,2022-05-17,10,Company J,Laura Larsen,California,Product 5,289,2
1555,2022-05-17,14,Company N,Michael Fox,New Mexico,Product 5,289,6
1561,2022-05-19,1,Company A,Anna Weber,Texas,Product 5,289,1
1565,2022-05-20,7,Company G,Kim Fishman,California,Product 5,289,8
1566,2022-05-21,5,Company E,Anna Weber,Texas,Product 5,289,2
1568,2022-05-22,10,Company J,Kim Fishman,California,Product 5,289,7
1574,2022-05-25,17,Company Q,Oscar Knox,Arizona,Product 5,289,3
1582,2022-05-25,16,Company P,Oscar Knox,Arizona,Product 5,289,1
1583,2022-05-25,1,Company A,Ben Wallace,Texas,Product 5,289,9
1586,2022-05-26,4,Company D,Anna Weber,Texas,Product 5,289,2
1593,2022-05-26,16,Company P,Andrew James,Arizona,Product 5,289,9
1607,2022-05-30,5,Company E,Anna Weber,Texas,Product 5,289,3
1613,2022-06-01,17,Company Q,Andrew James,Arizona,Product 5,289,0
1614,2022-06-02,8,Company H,Laura Larsen,California,Product 5,289,4
1622,2022-06-05,11,Company K,Michael Fox,New Mexico,Product 5,289,2
1624,2022-06-06,6,Company F,Laura Larsen,California,Product 5,289,1
1635,2022-06-06,3,Company C,Anna Weber,Texas,Product 5,289,9
1656,2022-06-14,16,Company P,Andrew James,Arizona,Product 5,289,9
1660,2022-06-15,13,Company M,Michael Fox,New Mexico,Product 5,289,4
1663,2022-06-15,2,Company B,Anna Weber,Texas,Product 5,289,5
1670,2022-06-17,1,Company A,Anna Weber,Texas,Product 5,289,5
1671,2022-06-17,17,Company Q,Andrew James,Arizona,Product 5,289,1
1691,2022-06-26,2,Company B,Ben Wallace,Texas,Product 5,289,7
1693,2022-06-28,20,Company T,Andrew James,Arizona,Product 5,289,8
1700,2022-07-03,12,Company L,Michael Fox,New Mexico,Product 5,289,5
1719,2022-07-12,5,Company E,Ben Wallace,Texas,Product 5,289,0
1720,2022-07-12,1,Company A,Ben Wallace,Texas,Product 5,289,3
1725,2022-07-14,4,Company D,Anna Weber,Texas,Product 5,289,8
1736,2022-07-18,7,Company G,Laura Larsen,California,Product 5,289,7
1741,2022-07-20,17,Company Q,Oscar Knox,Arizona,Product 5,289,2
1742,2022-07-21,14,Company N,Anne Lee,New Mexico,Product 5,289,9
1752,2022-07-25,6,Company F,Kim Fishman,California,Product 5,289,7
1755,2022-07-25,15,Company O,Anne Lee,New Mexico,Product 5,289,4
1757,2022-07-25,4,Company D,Anna Weber,Texas,Product 5,289,2
1776,2022-08-05,2,Company B,Anna Weber,Texas,Product 5,289,8
1780,2022-08-07,18,Company R,Andrew James,Arizona,Product 5,289,0
1781,2022-08-07,19,Company S,Oscar Knox,Arizona,Product 5,289,8
1787,2022-08-09,15,Company O,Anne Lee,New Mexico,Product 5,289,8
1796,2022-08-12,2,Company B,Ben Wallace,Texas,Product 5,289,5
1798,2022-08-12,13,Company M,Anne Lee,New Mexico,Product 5,289,4
1810,2022-08-14,3,Company C,Ben Wallace,Texas,Product 5,289,3
1822,2022-08-18,17,Company Q,Oscar Knox,Arizona,Product 5,289,7
1826,2022-08-19,18,Company R,Andrew James,Arizona,Product 5,289,4
1827,2022-08-19,2,Company B,Anna Weber,Texas,Product 5,289,2
1830,2022-08-20,5,Company E,Anna Weber,Texas,Product 5,289,2
1835,2022-08-21,5,Company E,Ben Wallace,Texas,Product 5,289,3
1839,2022-08-22,19,Company S,Oscar Knox,Arizona,Product 5,289,5
1862,2022-08-30,10,Company J,Kim Fishman,California,Product 5,289,3
1864,2022-09-01,16,Company P,Oscar Knox,Arizona,Product 5,289,3
1867,2022-09-02,3,Company C,Anna Weber,Texas,Product 5,289,6
1874,2022-09-06,9,Company I,Kim Fishman,California,Product 5,289,2
1886,2022-09-08,10,Company J,Laura Larsen,California,Product 5,289,2
1896,2022-09-12,20,Company T,Andrew James,Arizona,Product 5,289,0
1912,2022-09-19,6,Company F,Kim Fishman,California,Product 5,289,7
1917,2022-09-20,4,Company D,Anna Weber,Texas,Product 5,289,8
